Age,Gender,Education Level,Job Title,Years of Experience,Salary
31,Female,Master's,Ingénieur Systèmes,8.0,35800
55,Male,PhD,Business Developer,22.2,74400
53,Male,Bachelor's,Développeur Software,19.9,61100
50,Male,Master's,Chef de Projet IT,20.9,70600
23,Female,Bachelor's,Technicien de Maintenance,2.0,17764
47,Female,Baccalauréat,Chargé RH,22.0,27200
27,Male,PhD,Data Analyst,0.0,27500
33,Male,Master's,Responsable RH,9.1,45200
48,Male,Bachelor's,Commercial,20.4,39000
34,Male,Baccalauréat,Chargé de Communication,16.0,27200
48,Female,Baccalauréat,Contrôleur de Gestion,10.6,22300
38,Female,Master's,Chef de Projet IT,13.3,44500
29,Male,Master's,Office Manager,4.9,37800
34,Female,CAP/BEP,Consultant IT,6.3,29000
36,Male,Bachelor's,Chargé RH,6.1,34800
46,Male,Master's,Chef de Projet IT,17.3,58700
35,Male,Baccalauréat,Account Manager,12.1,23900
21,Male,Bachelor's,Infirmier,0.0,31400
57,Female,Bachelor's,Infirmier,18.3,17764
49,Female,Master's,Juriste,26.0,66100
56,Female,Bachelor's,Commercial,35.0,29600
31,Female,Baccalauréat,Développeur Software,11.7,31200
43,Female,PhD,Pharmacien,10.4,41200
45,Male,Bachelor's,Logisticien,15.8,33300
51,Male,Master's,Infirmier,20.5,44900
32,Female,Master's,Consultant IT,6.5,45900
29,Male,PhD,Data Analyst,1.1,40700
29,Female,Bachelor's,Account Manager,5.6,29000
36,Male,Master's,ML Engineer,8.7,79200
52,Male,Baccalauréat,DevOps Engineer,22.7,48400
40,Female,Master's,Développeur Software,11.9,36500
34,Female,PhD,Chercheur,4.7,31000
48,Male,PhD,DevOps Engineer,19.3,69400
40,Male,Bachelor's,Chef de Projet IT,8.2,40300
31,Female,CAP/BEP,Assistant Administratif,9.3,18200
31,Female,Master's,Data Analyst,6.8,40800
36,Female,PhD,Responsable Marketing,7.8,49900
25,Male,CAP/BEP,Conducteur de Projet,3.7,27100
28,Male,Master's,Data Analyst,4.5,52800
38,Female,PhD,Pharmacien,9.1,57100
29,Male,Master's,ML Engineer,3.0,42200
37,Female,Bachelor's,Directeur Financier,5.5,55500
51,Male,PhD,Chef de Projet IT,8.8,48600
28,Female,Master's,Data Scientist,3.3,45800
32,Male,Bachelor's,Infirmier,8.8,23900
34,Female,Baccalauréat,Assistant Administratif,16.0,23400
38,Male,Master's,Data Engineer,14.3,46300
46,Female,PhD,DevOps Engineer,18.7,67000
47,Female,Bachelor's,Assistant Administratif,10.8,19900
41,Male,Master's,Contrôleur de Gestion,13.5,81200
40,Male,Bachelor's,Data Engineer,16.1,56600
41,Female,Master's,Business Developer,12.2,49500
34,Female,PhD,Data Engineer,4.2,57200
34,Female,Master's,Contrôleur de Gestion,9.2,42800
44,Female,Master's,Enseignant,18.0,31700
32,Female,Baccalauréat,Développeur Software,8.8,21400
38,Male,Baccalauréat,Enseignant,15.3,33100
33,Male,Master's,Assistant Administratif,5.6,24600
47,Female,Bachelor's,Chercheur,4.6,25400
42,Female,Master's,Juriste,6.9,30500
39,Male,Master's,Analyste Financier,12.3,43300
30,Female,Bachelor's,Data Scientist,4.5,31400
26,Male,Baccalauréat,Data Engineer,6.4,37700
51,Male,PhD,Chercheur,14.2,51500
36,Female,Bachelor's,Office Manager,13.3,31200
45,Male,Master's,Infirmier,12.2,38300
41,Male,Master's,Consultant IT,7.5,67200
51,Male,Bachelor's,Enseignant,24.3,34900
41,Male,CAP/BEP,ML Engineer,11.3,34500
27,Female,Bachelor's,Data Analyst,6.0,22300
34,Female,Bachelor's,Infirmier,12.8,17764
37,Female,Master's,Account Manager,10.6,39100
48,Male,Master's,Développeur Software,25.0,65600
36,Female,Master's,Développeur Software,5.5,41600
42,Female,Bachelor's,Chargé RH,21.0,34900
28,Female,Master's,Responsable Commercial,2.4,44000
26,Female,Master's,Chef de Projet IT,2.4,30700
27,Female,Baccalauréat,Responsable RH,9.0,36600
40,Male,Bachelor's,Account Manager,10.4,37500
28,Male,Bachelor's,Assistant Administratif,6.8,25200
41,Male,Bachelor's,Comptable,20.0,57900
37,Female,Bachelor's,Commercial,11.1,27400
47,Male,Master's,Développeur Software,18.9,52600
44,Male,Master's,Contrôleur de Gestion,13.3,67200
34,Female,Master's,Data Scientist,9.8,46400
34,Female,Master's,Data Engineer,10.0,32300
27,Male,Bachelor's,Logisticien,6.0,33500
42,Female,Baccalauréat,Data Engineer,14.2,32400
42,Female,Master's,Enseignant,15.7,37400
43,Male,Baccalauréat,Chercheur,15.9,31100
37,Male,Bachelor's,Office Manager,12.5,60800
40,Male,CAP/BEP,Contrôleur de Gestion,13.0,33000
51,Male,Master's,Développeur Software,17.7,71000
39,Male,Master's,Chargé de Communication,11.2,33700
42,Male,Bachelor's,Chargé de Communication,18.7,33000
33,Male,Master's,Contrôleur de Gestion,4.9,39900
46,Female,Bachelor's,Office Manager,18.9,41600
31,Female,Bachelor's,Assistant Administratif,8.9,26000
30,Female,Master's,Data Scientist,5.8,67400
32,Male,Bachelor's,ML Engineer,6.2,61600
32,Male,Bachelor's,Assistant Administratif,8.8,35100
23,Male,Master's,Conducteur de Projet,0.0,28100
21,Male,Bachelor's,Logisticien,0.0,20200
36,Male,Master's,Développeur Software,6.3,37800
45,Female,PhD,Assistant Administratif,11.5,36800
41,Female,Master's,Data Analyst,15.7,49700
27,Male,Master's,Chargé de Communication,3.8,32300
41,Female,Bachelor's,Consultant IT,15.9,35900
38,Male,CAP/BEP,DevOps Engineer,20.0,43000
33,Male,Master's,Data Analyst,7.3,54700
42,Male,Bachelor's,Assistant Administratif,20.9,46400
38,Female,Bachelor's,Account Manager,14.6,32900
38,Male,Bachelor's,Business Developer,10.2,36500
26,Male,Master's,Responsable Commercial,3.0,40100
45,Male,Bachelor's,Infirmier,16.1,36800
42,Male,Bachelor's,Enseignant,15.0,22500
31,Male,Master's,Data Engineer,7.1,58400
42,Female,Baccalauréat,Comptable,4.7,19300
33,Female,CAP/BEP,Chargé RH,10.5,17764
31,Female,PhD,Pharmacien,4.0,25200
33,Male,Bachelor's,Assistant Administratif,8.7,25100
35,Male,Bachelor's,Technicien de Maintenance,9.0,24500
50,Female,Master's,Office Manager,17.5,35900
23,Female,Master's,Contrôleur de Gestion,0.0,40300
51,Male,CAP/BEP,Conducteur de Projet,23.3,27400
46,Male,PhD,Médecin,6.7,66100
49,Female,Master's,Responsable RH,26.0,45500
32,Male,Master's,Business Developer,3.5,59600
37,Female,Master's,Data Analyst,7.9,28600
33,Male,Master's,Conducteur de Projet,10.0,44500
27,Male,Bachelor's,Infirmier,4.4,22900
32,Female,Bachelor's,Assistant Administratif,10.8,23400
31,Female,Master's,Data Engineer,8.0,40200
42,Female,Master's,Data Engineer,15.4,60100
42,Female,Master's,Responsable Commercial,17.5,70700
37,Female,Master's,Chef de Projet IT,14.0,36500
23,Male,Master's,Enseignant,0.0,21900
43,Female,Master's,Enseignant,10.2,23400
42,Female,Bachelor's,Chargé RH,21.0,36200
40,Female,Master's,Responsable Marketing,15.7,34000
35,Female,Master's,Analyste Financier,12.0,65100
41,Male,PhD,Chef de Projet IT,11.6,48500
56,Male,Bachelor's,Analyste Financier,30.8,81200
43,Male,Master's,Data Engineer,11.4,60500
39,Male,Master's,Data Scientist,10.5,71500
34,Female,Bachelor's,Technicien de Maintenance,10.7,18800
26,Female,Bachelor's,DevOps Engineer,3.1,58700
27,Male,PhD,Chercheur,0.0,35300
40,Male,Master's,Data Analyst,5.1,34400
26,Female,Bachelor's,Consultant Finance,2.8,40300
42,Male,PhD,Analyste Financier,15.0,64000
35,Male,Master's,Enseignant,12.0,22400
39,Female,Baccalauréat,Comptable,8.6,29500
46,Male,Master's,Contrôleur de Gestion,17.5,67000
37,Male,Master's,Responsable RH,13.5,58100
48,Female,CAP/BEP,Architecte Cloud,21.2,36600
30,Female,Bachelor's,Business Developer,6.6,18700
42,Male,Master's,Consultant Finance,11.8,55100
23,Female,Master's,Account Manager,0.0,28700
26,Male,Bachelor's,Contrôleur de Gestion,5.0,25400
31,Male,Master's,Data Scientist,3.1,73000
48,Female,Master's,Consultant Finance,2.6,60400
31,Male,Bachelor's,Assistant Administratif,8.4,21500
43,Male,Master's,Chef de Projet IT,17.2,62400
46,Male,Master's,Chargé RH,20.8,53000
48,Male,Master's,Contrôleur de Gestion,19.6,49900
38,Male,Bachelor's,Commercial,11.2,29900
50,Female,Master's,Développeur Software,15.3,42500
41,Male,Bachelor's,Technicien de Maintenance,8.5,30700
34,Male,CAP/BEP,Assistant Administratif,16.0,22700
28,Male,CAP/BEP,Développeur Software,6.7,35300
40,Female,Bachelor's,Assistant Administratif,6.8,17764
50,Male,Master's,Data Engineer,14.8,66800
27,Female,PhD,Chercheur,0.0,25400
62,Male,Baccalauréat,Assistant Administratif,32.8,38800
25,Male,Master's,Responsable RH,1.4,32500
22,Male,CAP/BEP,Conducteur de Projet,1.0,18400
52,Female,Master's,Responsable Marketing,25.2,59500
42,Male,Bachelor's,Chargé RH,16.6,42000
53,Female,Bachelor's,Assistant Administratif,12.5,17764
53,Male,Baccalauréat,Développeur Software,35.0,67200
35,Female,Master's,Architecte Cloud,12.0,71300
24,Male,Master's,Infirmier,0.9,34700
27,Male,Baccalauréat,Développeur Software,8.1,38800
31,Female,Bachelor's,Data Analyst,5.4,21500
37,Female,Bachelor's,Data Analyst,12.7,35100
27,Female,Bachelor's,Responsable Commercial,5.5,38300
47,Male,PhD,Data Engineer,8.6,73700
39,Female,CAP/BEP,Technicien de Maintenance,18.5,17764
34,Male,PhD,Médecin,5.1,105400
19,Male,Baccalauréat,Comptable,0.3,23500
53,Male,PhD,Data Analyst,17.6,45400
34,Female,CAP/BEP,Assistant Administratif,10.7,17900
35,Female,PhD,ML Engineer,5.9,45400
52,Male,Baccalauréat,Ingénieur Systèmes,16.9,34900
35,Female,Bachelor's,Chef de Projet IT,10.9,30000
51,Male,Master's,Juriste,9.9,52400
31,Male,CAP/BEP,Commercial,9.2,30500
53,Male,Baccalauréat,Enseignant,12.2,29300
43,Female,CAP/BEP,Enseignant,15.3,27700
26,Male,Master's,Data Scientist,2.4,47800
34,Male,Bachelor's,Infirmier,10.1,23300
53,Female,Bachelor's,Chargé de Communication,18.1,36200
45,Female,Baccalauréat,Technicien de Maintenance,22.2,23300
24,Male,Baccalauréat,Commercial,5.1,29200
30,Male,Bachelor's,Assistant Administratif,5.5,24500
40,Male,Bachelor's,Responsable Marketing,11.8,41300
30,Male,Master's,Ingénieur Systèmes,5.1,49600
30,Male,CAP/BEP,Contrôleur de Gestion,12.0,34100
29,Male,CAP/BEP,Logisticien,6.0,24700
57,Male,Master's,Chercheur,29.5,45200
43,Male,Bachelor's,Office Manager,19.3,47600
48,Male,Master's,Data Analyst,18.7,44300
34,Female,PhD,Médecin,3.6,74400
18,Female,Baccalauréat,Assistant Administratif,0.0,17764
43,Male,Bachelor's,Conducteur de Projet,15.7,43200
25,Female,Master's,Architecte Cloud,1.5,54000
42,Female,Bachelor's,Responsable Marketing,20.5,45300
29,Female,Bachelor's,Assistant Administratif,4.8,19600
49,Male,Master's,Data Scientist,14.6,36900
53,Female,Bachelor's,Commercial,6.5,29100
47,Female,PhD,Responsable Commercial,12.4,47900
43,Male,PhD,Responsable Marketing,7.0,48900
32,Female,Master's,Chef de Projet IT,6.9,37100
44,Female,Bachelor's,Data Scientist,12.6,50700
40,Female,PhD,Data Analyst,5.1,32200
40,Female,Bachelor's,Technicien de Maintenance,19.0,22600
45,Male,Master's,Responsable Commercial,18.4,51700
57,Female,CAP/BEP,Consultant Finance,26.6,56800
27,Female,PhD,Directeur Financier,0.0,63000
51,Male,Baccalauréat,Chargé RH,31.3,36900
33,Female,Bachelor's,Infirmier,10.0,20100
33,Female,Master's,Chef de Projet IT,9.1,45300
55,Female,Master's,Responsable RH,25.2,54700
45,Male,PhD,Développeur Software,9.4,38700
34,Female,Bachelor's,Account Manager,11.4,30200
25,Female,Bachelor's,Chargé RH,1.9,23000
32,Female,Bachelor's,Technicien de Maintenance,8.3,24000
34,Male,Bachelor's,Logisticien,13.0,29100
23,Male,Master's,Contrôleur de Gestion,0.0,33400
25,Male,Master's,Responsable RH,1.4,47100
25,Female,Master's,Développeur Software,1.0,39300
42,Male,Master's,Consultant Finance,19.0,60100
26,Female,Bachelor's,Account Manager,4.1,36300
35,Female,Master's,Chargé de Communication,7.0,21200
48,Male,Bachelor's,Comptable,16.9,29800
42,Male,Bachelor's,Technicien de Maintenance,17.8,23200
40,Male,Master's,Consultant IT,14.3,48400
39,Male,CAP/BEP,Trader,20.6,70900
40,Female,Master's,Analyste Financier,9.8,44100
42,Female,Master's,Enseignant,19.0,22100
45,Female,Master's,Data Analyst,21.5,48800
36,Female,Bachelor's,DevOps Engineer,9.1,29700
30,Male,Bachelor's,Responsable Marketing,5.0,29400
47,Male,Master's,Assistant Administratif,18.3,37200
43,Female,Bachelor's,Assistant Administratif,19.6,20300
29,Male,Baccalauréat,Comptable,6.3,33100
34,Male,Master's,Responsable Commercial,6.4,61600
38,Female,Master's,Développeur Software,12.2,34800
42,Female,Master's,Responsable Marketing,19.0,41500
42,Female,PhD,Responsable RH,4.6,49100
23,Female,Master's,Responsable Marketing,0.0,30200
30,Male,PhD,Assistant Administratif,3.0,24900
21,Female,Bachelor's,Infirmier,0.0,17764
33,Male,Master's,Technicien de Maintenance,8.3,27300
39,Male,Baccalauréat,Account Manager,14.9,26600
51,Female,Master's,Data Engineer,14.4,46700
51,Male,Baccalauréat,Consultant Finance,30.8,57900
46,Male,Master's,Comptable,13.8,46800
40,Male,Baccalauréat,Technicien de Maintenance,14.9,29500
48,Female,Master's,Data Analyst,18.4,47700
34,Male,Bachelor's,Consultant IT,9.1,29000
30,Female,Master's,Data Analyst,5.2,43300
54,Male,CAP/BEP,Chargé RH,24.6,32700
39,Male,PhD,Responsable Marketing,2.4,50300
52,Female,Master's,Ingénieur Systèmes,16.3,49200
37,Female,Bachelor's,Business Developer,9.6,24300
27,Male,PhD,Chercheur,0.0,37700
42,Female,Bachelor's,Data Analyst,9.9,23100
40,Female,Bachelor's,Responsable RH,12.8,41100
27,Male,Baccalauréat,Juriste,8.1,32600
40,Female,Master's,Chef de Projet IT,11.8,35700
32,Female,Baccalauréat,Chargé de Communication,6.3,17764
29,Male,Bachelor's,Comptable,5.5,25200
30,Female,Master's,Data Analyst,7.0,38200
41,Male,Bachelor's,Data Analyst,20.0,35300
39,Male,Baccalauréat,Comptable,13.7,23100
37,Female,Master's,Responsable Marketing,13.0,46300
34,Female,Bachelor's,Technicien de Maintenance,9.0,27300
42,Male,Master's,ML Engineer,9.4,58100
34,Male,PhD,Consultant IT,5.0,40800
34,Male,CAP/BEP,Comptable,14.5,26100
23,Male,Master's,Analyste Financier,0.0,39100
44,Male,Bachelor's,Commercial,16.7,45500
52,Female,Master's,Directeur Financier,15.0,63500
35,Female,Bachelor's,Architecte Cloud,9.3,42700
44,Male,PhD,Chef de Projet IT,14.8,63000
42,Female,Master's,Architecte Cloud,16.2,60500
34,Male,Bachelor's,Enseignant,11.8,26700
34,Male,CAP/BEP,Enseignant,11.2,18500
43,Male,PhD,Pharmacien,6.0,47200
52,Female,Master's,Chef de Projet IT,20.6,50500
43,Male,Bachelor's,DevOps Engineer,19.3,49200
23,Female,Bachelor's,Comptable,1.7,22700
43,Male,Bachelor's,Office Manager,17.5,37800
49,Male,PhD,Responsable Commercial,15.2,73900
41,Male,PhD,Pharmacien,14.0,62100
38,Female,Master's,Trader,12.4,67900
36,Male,Master's,Responsable Commercial,5.0,33700
39,Female,Master's,Data Analyst,6.5,35900
50,Male,Baccalauréat,Commercial,21.2,43500
27,Female,PhD,Architecte Cloud,0.0,65400
41,Male,Master's,Analyste Financier,18.0,80000
51,Female,Master's,Chercheur,22.5,73500
31,Female,Master's,Business Developer,8.0,33500
34,Male,Bachelor's,Responsable RH,7.5,34500
37,Female,Bachelor's,Développeur Software,10.9,33800
23,Male,Baccalauréat,Architecte Cloud,4.0,47500
37,Female,PhD,Pharmacien,7.5,37100
27,Male,PhD,Enseignant,0.0,30900
35,Female,Master's,Data Analyst,3.3,24300
36,Male,PhD,Ingénieur Systèmes,7.5,58100
39,Male,Baccalauréat,Commercial,4.2,24200
39,Female,PhD,Chercheur,8.9,22000
36,Male,PhD,Juriste,4.5,40300
45,Female,Master's,Responsable Marketing,14.4,70200
23,Male,Master's,Consultant IT,0.0,37200
24,Male,Master's,Analyste Financier,1.0,47000
34,Female,Bachelor's,Conducteur de Projet,9.8,24800
22,Male,Baccalauréat,Comptable,2.5,18900
45,Male,PhD,Chercheur,18.0,57300
35,Female,Bachelor's,Conducteur de Projet,10.4,36600
47,Male,Baccalauréat,Business Developer,13.7,20000
41,Female,Master's,Ingénieur Systèmes,10.3,47500
32,Female,Master's,Responsable RH,6.5,32300
53,Male,Master's,Responsable Commercial,19.3,52400
23,Female,Master's,Développeur Software,0.0,31100
36,Male,Master's,Ingénieur Systèmes,8.4,47800
27,Female,PhD,Responsable Marketing,0.0,36600
50,Female,Bachelor's,Commercial,16.3,39800
26,Female,Bachelor's,Développeur Software,3.7,34700
42,Female,Bachelor's,Chargé de Communication,10.1,23100
42,Female,Master's,Data Scientist,11.5,40400
57,Male,PhD,Chef de Projet IT,21.8,58600
23,Male,Master's,Ingénieur Systèmes,0.0,29800
38,Male,PhD,Consultant Finance,4.5,50100
40,Male,PhD,Directeur Financier,9.8,101200
39,Female,Master's,Développeur Software,11.9,41900
46,Female,Master's,Responsable RH,20.8,48000
28,Male,CAP/BEP,Responsable RH,7.6,30300
21,Female,CAP/BEP,Conducteur de Projet,2.8,17764
37,Female,Bachelor's,Infirmier,10.9,21700
33,Male,Master's,Data Analyst,10.0,41800
39,Male,PhD,Analyste Financier,6.8,70100
27,Male,Baccalauréat,Développeur Software,9.0,27700
33,Male,Bachelor's,Consultant Finance,1.8,43900
47,Female,Master's,Responsable Marketing,16.6,38800
48,Female,PhD,Contrôleur de Gestion,9.0,52000
51,Male,Master's,Chargé RH,24.6,36800
55,Male,Master's,Chef de Projet IT,24.7,59600
45,Male,Master's,Directeur Financier,18.8,119700
29,Male,Bachelor's,Commercial,8.0,26100
48,Male,CAP/BEP,Commercial,19.7,38400
42,Male,Master's,Chef de Projet IT,10.0,52000
31,Female,Master's,Développeur Software,3.6,28200
35,Male,Baccalauréat,Chargé de Communication,10.0,17764
20,Female,Baccalauréat,Responsable Marketing,0.9,24900
23,Male,Bachelor's,Conducteur de Projet,1.0,19400
34,Female,Master's,Data Engineer,9.5,39300
23,Male,Master's,Chef de Projet IT,0.0,62500
27,Female,PhD,Contrôleur de Gestion,0.0,33800
39,Female,Master's,Développeur Software,15.9,40700
24,Male,Baccalauréat,Commercial,5.7,34800
48,Male,Master's,Juriste,20.4,83100
40,Male,Master's,Analyste Financier,12.3,48500
36,Female,Master's,Développeur Software,10.6,54000
45,Male,CAP/BEP,Consultant Finance,24.4,83300
29,Female,Bachelor's,Conducteur de Projet,4.8,25100
55,Female,Bachelor's,Conducteur de Projet,24.8,49400
33,Male,PhD,Responsable RH,3.3,32100
55,Male,Master's,Responsable Marketing,17.3,57000
52,Female,Master's,Juriste,16.5,78800
18,Male,Baccalauréat,Conducteur de Projet,0.0,17900
49,Male,Master's,Développeur Software,20.6,59400
42,Male,Bachelor's,Comptable,21.0,37900
41,Female,CAP/BEP,Office Manager,4.1,17764
45,Male,Bachelor's,Chargé de Communication,14.7,34800
34,Male,Bachelor's,Technicien de Maintenance,6.9,24300
62,Male,Master's,Technicien de Maintenance,32.3,41400
32,Female,PhD,Pharmacien,3.1,41000
43,Male,Master's,Ingénieur Systèmes,20.0,46800
39,Male,Master's,Data Scientist,13.7,58700
49,Male,Master's,Chef de Projet IT,26.0,61400
43,Female,Bachelor's,Responsable Marketing,21.3,62200
52,Male,PhD,Data Analyst,20.8,59000
45,Female,Bachelor's,Account Manager,17.2,36700
23,Male,Master's,Chef de Projet IT,0.0,57900
39,Female,Master's,Account Manager,16.0,54000
49,Female,PhD,Chercheur,16.7,54000
39,Female,PhD,Responsable Marketing,4.7,40400
26,Male,Master's,Développeur Software,2.5,52900
47,Male,Master's,Assistant Administratif,24.0,54100
45,Female,Master's,Chef de Projet IT,12.0,64300
44,Male,Bachelor's,Comptable,17.9,27400
18,Female,CAP/BEP,Assistant Administratif,0.0,17764
33,Female,PhD,Pharmacien,4.4,33600
38,Female,Bachelor's,ML Engineer,15.7,53700
43,Female,PhD,Enseignant,11.2,30700
48,Male,Master's,Commercial,8.0,33000
39,Male,Master's,Analyste Financier,6.4,49700
57,Male,Master's,Data Analyst,33.5,83700
53,Male,Bachelor's,Responsable Commercial,29.5,73000
47,Female,Bachelor's,Account Manager,22.1,30700
39,Female,CAP/BEP,Enseignant,15.4,17764
21,Female,Bachelor's,DevOps Engineer,0.0,29900
44,Male,Master's,Chef de Projet IT,16.5,64800
24,Male,Bachelor's,Consultant Finance,1.9,55500
21,Female,Bachelor's,Account Manager,0.0,19300
35,Female,Master's,Chef de Projet IT,8.7,57500
30,Male,Master's,Data Analyst,4.3,49600
42,Male,Bachelor's,Logisticien,15.9,30300
29,Female,Bachelor's,Assistant Administratif,6.6,20100
36,Female,Master's,Chercheur,9.1,27600
36,Male,Baccalauréat,Développeur Software,8.0,37000
37,Male,Master's,Contrôleur de Gestion,9.0,47600
35,Female,PhD,Pharmacien,4.7,40100
27,Male,PhD,Logisticien,0.0,38900
42,Female,Bachelor's,Account Manager,19.4,43900
43,Female,Bachelor's,Office Manager,20.5,34400
40,Female,PhD,Chef de Projet IT,7.3,50900
43,Female,Bachelor's,Infirmier,14.3,25800
24,Female,Bachelor's,Analyste Financier,1.5,43900
44,Male,Master's,ML Engineer,16.6,43500
29,Male,Bachelor's,Technicien de Maintenance,6.2,25300
35,Male,Bachelor's,Account Manager,4.3,31000
26,Male,Master's,Infirmier,2.9,19700
40,Male,Bachelor's,Infirmier,19.0,38100
45,Male,Master's,Data Analyst,16.5,50200
38,Male,Bachelor's,Data Engineer,10.4,54100
44,Female,Baccalauréat,Responsable Commercial,12.4,58000
34,Female,Bachelor's,Logisticien,12.1,18800
34,Female,Baccalauréat,Comptable,8.0,22300
39,Female,Bachelor's,Juriste,16.4,36800
40,Female,PhD,Analyste Financier,7.7,56100
31,Male,Bachelor's,Technicien de Maintenance,4.7,25300
39,Female,Master's,Juriste,10.8,46800
28,Female,Bachelor's,Chargé de Communication,7.0,19900
23,Male,Master's,Data Analyst,0.0,27700
27,Male,Master's,Responsable Marketing,3.1,52200
25,Female,Baccalauréat,Business Developer,6.0,26600
46,Female,Master's,Commercial,22.0,59400
30,Male,Bachelor's,Infirmier,8.0,26700
49,Male,PhD,Assistant Administratif,18.3,45300
56,Female,Bachelor's,Commercial,31.1,38600
33,Male,Master's,Logisticien,3.6,19800
38,Male,Master's,Business Developer,11.4,36200
33,Female,Master's,Développeur Software,6.1,30400
38,Male,Master's,ML Engineer,7.7,64800
30,Male,Master's,Responsable Commercial,4.7,30600
32,Female,Master's,Account Manager,7.3,38100
40,Male,Baccalauréat,Chargé RH,20.7,30700
50,Male,PhD,Chercheur,18.1,54000
44,Female,Master's,Consultant Finance,18.5,51900
38,Male,Master's,Business Developer,8.1,40400
43,Female,CAP/BEP,Trader,20.9,52600
50,Male,Bachelor's,Assistant Administratif,23.0,40500
45,Male,Bachelor's,Chargé RH,16.0,33100
48,Male,Master's,DevOps Engineer,17.9,49500
33,Male,Bachelor's,Chargé RH,9.6,20200
38,Female,Bachelor's,Chargé RH,4.6,24800
32,Female,Master's,Analyste Financier,7.9,71600
51,Male,PhD,Pharmacien,20.3,54200
43,Female,PhD,Data Engineer,5.8,50200
60,Female,Master's,Contrôleur de Gestion,26.4,38900
38,Female,Master's,Data Scientist,9.2,34600
44,Male,Bachelor's,Responsable Marketing,23.0,41400
46,Male,Master's,Data Scientist,19.9,98700
30,Female,Bachelor's,Assistant Administratif,7.1,26800
24,Male,Bachelor's,ML Engineer,1.7,48700
27,Male,Baccalauréat,Comptable,7.7,21100
42,Male,Bachelor's,Chargé de Communication,15.0,40000
48,Female,Master's,Chef de Projet IT,14.3,67300
34,Female,Master's,Chef de Projet IT,11.0,60100
47,Male,PhD,Développeur Software,18.0,71600
29,Male,Bachelor's,Commercial,5.7,23800
21,Female,Bachelor's,Développeur Software,0.0,31200
37,Male,Master's,Développeur Software,10.8,44700
53,Male,Master's,Data Analyst,11.8,48000
34,Male,Master's,Commercial,6.6,34200
29,Male,Master's,DevOps Engineer,4.4,58100
28,Male,CAP/BEP,Chargé RH,6.5,18700
35,Female,Bachelor's,Assistant Administratif,9.9,28200
23,Male,Master's,Ingénieur Systèmes,0.0,47300
46,Female,Baccalauréat,Commercial,21.5,24900
27,Female,PhD,Analyste Financier,0.0,47600
52,Male,Master's,Chef de Projet IT,27.0,61700
31,Female,Baccalauréat,Infirmier,8.9,23500
37,Female,Bachelor's,Account Manager,14.2,27600
53,Female,Baccalauréat,Infirmier,28.5,31300
46,Female,Master's,Juriste,16.2,47000
37,Female,Bachelor's,Business Developer,12.2,34700
29,Male,Bachelor's,Infirmier,5.4,28500
42,Female,Master's,Chef de Projet IT,10.1,63200
44,Female,CAP/BEP,Comptable,26.0,27900
38,Male,Master's,Business Developer,11.3,60600
39,Male,Baccalauréat,Data Scientist,14.0,38000
45,Female,Bachelor's,Account Manager,10.5,41200
32,Female,Master's,Architecte Cloud,5.6,44500
31,Female,PhD,Data Engineer,3.9,43300
37,Male,Master's,Data Scientist,7.6,48200
50,Male,Master's,Responsable RH,14.3,66000
38,Female,Baccalauréat,Technicien de Maintenance,12.6,21100
56,Female,Bachelor's,Office Manager,31.8,41300
21,Male,Bachelor's,Assistant Administratif,0.0,19900
18,Male,Baccalauréat,Chargé de Communication,0.0,21000
28,Female,PhD,Ingénieur Systèmes,0.3,35400
37,Male,Baccalauréat,Responsable Commercial,17.3,42100
62,Male,Master's,Contrôleur de Gestion,33.0,94600
54,Male,Master's,Data Engineer,27.0,57800
31,Female,Master's,Contrôleur de Gestion,6.4,45400
42,Male,Bachelor's,Business Developer,13.9,40100
45,Female,Master's,Data Engineer,17.5,49800
43,Female,Bachelor's,Business Developer,17.8,28600
43,Female,Master's,Ingénieur Systèmes,8.2,33800
39,Female,Bachelor's,Infirmier,8.4,38600
30,Female,Master's,Développeur Software,7.0,25100
34,Male,Master's,DevOps Engineer,10.3,52000
21,Male,Bachelor's,Account Manager,0.0,37700
41,Female,Bachelor's,Consultant Finance,9.8,49400
49,Female,Master's,Développeur Software,16.5,42500
45,Male,PhD,Développeur Software,15.0,71300
35,Male,Master's,Data Analyst,8.5,37700
42,Male,Bachelor's,Juriste,13.8,59800
57,Male,Baccalauréat,Chercheur,19.5,27800
43,Male,Master's,Responsable Commercial,12.8,60200
58,Female,Bachelor's,Trader,22.5,75300
29,Female,Master's,Chef de Projet IT,4.1,35300
31,Male,Master's,Responsable RH,4.8,24600
50,Female,Baccalauréat,Chef de Projet IT,20.6,40600
18,Male,Baccalauréat,Conducteur de Projet,0.0,28400
30,Female,Bachelor's,Conducteur de Projet,6.3,41300
30,Female,Bachelor's,Chargé RH,5.5,21400
46,Female,CAP/BEP,Chargé RH,14.5,17764
46,Male,Master's,Contrôleur de Gestion,13.5,44700
51,Female,Master's,Analyste Financier,21.0,72700
41,Male,Bachelor's,Technicien de Maintenance,10.6,28200
45,Male,CAP/BEP,Chargé RH,18.0,30600
27,Male,Bachelor's,Chargé RH,6.0,26800
33,Female,Master's,Chercheur,4.5,36000
55,Male,PhD,Data Analyst,24.7,56800
41,Male,Master's,Data Analyst,15.3,40200
33,Female,Bachelor's,Infirmier,12.0,28500
23,Male,Master's,Responsable RH,0.0,47500
